City,Day,DewPoint,FirstTeam,FirstToBat,Humidity,Month,Result,SecondTeam,Temp,Venue,WindSpeed,Winner,Year
29,11,16,4,0,76,3,0,3,20,30,22,1,2010
45,23,11,13,0,85,6,0,11,13,48,14,1,2007
44,3,11,4,0,37,2,0,6,25,46,20,0,2015
54,25,8,4,0,63,2,0,5,16,58,18,1,2012
1,29,20,1,1,62,10,0,2,26,1,0,0,2009
18,4,24,7,1,86,3,0,2,28,18,9,1,2010
36,17,7,2,1,50,8,0,5,17,37,20,1,2014
43,22,22,14,1,70,3,0,18,26,45,18,0,2007
43,16,24,7,0,74,7,0,4,28,45,19,0,2012
77,7,10,16,0,58,7,0,13,18,86,11,1,2010
53,18,10,10,0,80,6,2,4,14,57,18,0,2008
3,4,25,6,1,73,7,0,1,30,3,20,0,2008
61,24,13,11,1,38,3,0,3,28,65,3,0,2011
53,23,10,10,1,81,6,0,11,13,57,21,1,2013
2,2,22,11,1,72,4,0,12,26,67,7,0,2011
19,9,24,12,1,76,8,0,6,29,40,16,1,2009
19,6,23,12,0,86,2,0,7,26,19,13,0,2011
66,20,23,11,0,75,9,0,7,28,73,7,0,2006
24,15,21,21,1,75,3,0,12,26,24,6,1,2007
66,18,23,3,0,78,9,0,7,27,73,9,1,2006
1,29,21,1,0,64,10,0,4,28,1,1,0,2013
38,27,13,10,1,88,8,0,11,15,39,21,1,2014
17,3,12,13,0,74,9,0,10,18,87,11,1,2013
69,21,8,4,0,61,10,0,5,14,79,11,1,2014
22,13,8,10,0,78,9,0,3,12,22,10,1,2015
67,28,18,5,0,85,1,0,7,21,75,8,0,2015
11,3,14,3,0,41,5,0,6,29,11,15,1,2009
78,2,16,1,0,87,12,0,7,16,88,0,0,2012
29,3,13,4,0,77,3,0,5,18,30,36,1,2012
36,20,2,2,1,34,7,0,9,17,37,17,0,2014
79,17,4,18,1,69,5,0,6,10,89,9,1,2013
34,25,10,10,1,68,9,0,12,15,35,21,0,2009
29,3,18,4,0,77,2,0,3,22,30,11,0,2016
45,16,10,13,0,80,7,0,1,14,48,19,1,2010
40,28,19,5,0,88,10,0,3,22,42,11,1,2011
78,30,16,1,1,77,11,0,7,20,88,0,0,2012
18,5,24,7,1,76,5,0,6,28,18,5,0,2011
45,23,11,13,0,88,6,2,3,12,48,25,0,2012
3,21,-1,6,0,34,1,0,2,16,3,3,0,2008
74,28,19,11,0,84,11,0,4,22,43,2,0,2010
17,8,6,13,0,93,5,2,10,6,87,13,0,2015
51,8,13,5,0,64,11,0,2,20,54,19,0,2009
1,2,17,1,0,54,3,0,10,26,1,2,1,2010
17,10,10,13,1,85,9,0,18,10,87,5,0,2014
48,20,25,3,0,82,4,0,4,28,51,24,0,2007
19,26,22,12,1,74,2,0,6,28,40,8,1,2011
80,13,20,11,1,74,10,0,3,25,90,3,1,2013
23,24,7,6,1,58,1,0,12,15,23,7,1,2009
37,20,17,4,1,78,2,0,3,20,38,8,0,2007
1,22,22,1,1,59,3,0,6,28,1,3,1,2012
26,1,7,11,1,54,12,0,4,16,26,3,0,2010
19,8,24,12,0,78,9,0,4,28,40,16,0,2009
34,26,6,3,0,45,9,0,7,18,35,13,0,2009
61,26,17,11,0,51,10,0,7,28,65,3,1,2006
5,3,9,10,0,55,7,0,12,18,5,8,1,2011
9,28,22,7,1,63,6,0,11,30,9,25,0,2009
21,2,13,10,1,91,9,0,11,14,21,20,1,2007
2,18,22,3,1,60,10,0,7,30,2,2,1,2006
5,29,16,10,0,77,8,0,5,20,27,7,0,2008
27,30,12,10,0,80,8,0,11,16,28,22,1,2014
27,8,8,10,1,71,9,0,6,14,28,6,0,2006
52,3,13,13,1,68,3,0,5,20,55,7,1,2015
15,24,22,10,1,71,3,0,17,28,15,19,0,2007
43,20,22,18,0,71,3,0,5,26,45,19,1,2007
36,24,-2,2,1,29,7,0,9,16,37,10,1,2014
56,27,20,5,1,83,1,0,7,24,60,15,0,2008
16,14,3,3,0,44,11,0,5,16,16,17,0,2014
12,9,13,11,1,62,3,0,14,21,12,11,0,2011
17,19,12,13,0,89,9,0,16,14,17,20,0,2011
81,24,-2,6,1,22,1,0,2,14,91,10,0,2008
39,28,13,16,1,47,2,0,2,25,41,5,1,2011
19,31,24,12,0,78,7,0,5,28,40,15,0,2013
1,1,12,1,1,56,12,0,2,16,1,0,1,2010
24,9,24,11,0,84,7,0,12,28,24,3,0,2013
19,1,24,12,1,85,11,0,7,26,40,8,0,2015
19,16,23,12,0,81,12,0,10,28,40,8,0,2014
1,5,12,9,0,43,3,0,11,24,1,2,1,2014
39,22,12,10,1,49,2,0,14,21,41,6,0,2011
15,3,24,7,0,78,7,0,11,28,15,25,1,2009
10,23,15,4,1,80,2,0,10,20,71,18,0,2008
24,5,23,7,1,71,7,0,11,28,24,5,1,2013
53,10,10,10,1,72,9,0,6,16,57,6,0,2006
4,28,17,8,1,61,11,0,9,24,4,12,0,2014
14,18,19,3,0,66,1,0,12,25,14,17,1,2013
56,13,14,5,0,79,4,0,3,18,60,10,0,2009
38,6,10,11,0,75,6,0,5,14,39,20,0,2013
6,24,24,7,1,78,5,0,5,28,6,10,1,2010
40,12,20,5,0,81,1,0,11,24,42,8,0,2011
6,31,20,3,1,71,3,0,1,25,6,20,0,2007
32,3,19,3,1,62,9,0,1,28,33,11,0,2008
37,27,10,4,1,64,10,2,5,15,38,16,0,2014
74,5,21,11,1,77,11,0,6,26,43,1,0,2007
11,14,13,6,0,49,11,0,7,25,11,11,0,2008
14,4,15,3,1,66,3,0,11,20,14,13,1,2008
44,15,16,8,0,80,3,0,7,19,46,9,1,2015
61,10,18,12,0,51,10,0,2,28,65,2,0,2006
36,18,11,2,1,41,10,0,9,23,37,17,1,2015
53,3,11,10,0,83,6,0,12,15,57,7,1,2014
15,19,24,7,1,71,7,1,6,28,15,17,0,2013
50,3,11,4,0,69,2,0,2,16,53,12,0,2012
47,11,23,11,0,80,12,0,7,27,50,4,0,2011
16,1,6,3,1,29,2,0,7,26,16,24,0,2013
5,12,13,10,1,65,6,0,4,18,27,10,1,2015
61,6,19,11,1,62,11,0,12,28,65,4,0,2014
51,30,12,21,0,56,11,0,16,22,54,16,1,2006
62,14,20,1,1,67,3,0,14,26,66,6,0,2011
62,12,15,1,1,66,12,0,2,22,66,1,0,2010
19,11,23,11,1,76,9,0,4,28,40,10,0,2009
19,10,23,12,0,80,10,0,10,27,40,9,1,2007
19,23,23,12,0,79,7,0,5,26,40,13,0,2013
12,17,12,11,1,45,10,0,10,26,12,3,0,2011
21,11,11,10,1,87,9,0,3,14,21,17,0,2015
52,19,8,3,0,53,11,0,5,20,55,10,0,2014
56,29,16,5,0,73,11,0,11,20,60,9,0,2006
11,13,17,10,0,54,11,0,6,26,11,14,0,2015
5,2,15,10,0,85,9,0,6,18,5,18,1,2006
5,19,9,10,1,65,6,0,7,14,27,8,0,2012
36,22,2,2,0,42,7,0,9,15,37,13,1,2014
1,28,17,1,0,56,2,0,10,25,1,1,1,2010
5,6,10,10,1,66,9,0,3,16,5,15,1,2009
13,2,24,7,1,88,5,0,6,26,13,21,0,2011
54,6,17,4,1,83,3,2,11,20,58,16,0,2009
9,26,21,7,1,62,6,0,11,30,9,21,1,2009
16,30,8,10,1,25,1,0,11,28,16,17,0,2015
14,1,21,6,0,76,3,0,2,25,14,11,0,2015
26,16,18,11,1,56,10,0,3,28,26,2,0,2013
6,2,20,7,0,75,3,0,10,24,6,5,1,2014
19,6,24,12,1,76,7,0,5,28,40,13,1,2014
82,16,8,18,0,76,8,0,11,13,92,16,1,2007
75,29,8,18,1,77,6,0,14,12,84,6,0,2011
61,27,7,11,1,36,2,0,5,26,65,5,1,2010
14,4,22,3,0,82,3,0,12,26,14,13,0,2012
1,3,12,9,1,32,3,0,12,24,1,3,1,2014
70,5,20,11,1,66,10,0,3,25,80,5,1,2007
34,17,6,5,1,51,4,0,3,16,35,10,1,2009
76,14,12,11,0,29,10,0,5,27,85,8,0,2015
1,13,13,11,0,40,3,0,12,26,1,1,0,2012
57,27,13,9,1,42,2,0,6,22,61,3,1,2014
6,2,18,1,0,59,4,0,4,26,6,24,1,2007
14,6,18,10,0,65,2,0,4,24,14,10,0,2007
19,29,24,12,1,74,3,0,4,28,40,8,0,2011
23,10,10,6,1,79,12,0,7,14,23,4,0,2006
44,3,12,4,1,46,3,0,3,22,46,9,0,2010
2,20,22,4,0,65,10,0,12,30,2,3,1,2006
20,2,5,10,1,53,6,0,4,13,20,12,1,2013
48,12,23,4,0,76,4,0,12,28,51,26,1,2007
23,18,13,6,1,61,10,0,5,22,23,2,1,2007
54,25,17,4,0,81,1,0,6,22,93,31,0,2016
7,9,15,5,0,80,4,0,3,19,7,24,0,2009
7,18,16,5,0,72,1,0,11,22,7,16,1,2011
61,28,16,10,1,50,10,0,7,29,65,4,0,2006
19,20,24,12,0,81,7,0,5,28,40,11,0,2013
16,24,14,3,1,43,1,0,10,28,16,30,1,2014
16,16,8,3,0,48,11,0,5,20,16,12,1,2014
6,11,24,7,0,75,6,0,11,28,6,10,1,2011
5,17,6,10,1,69,9,0,6,12,27,12,1,2010
36,25,6,2,1,20,10,0,4,28,37,12,0,2011
49,15,5,5,1,49,9,0,2,16,94,9,0,2006
5,17,9,3,1,61,6,0,12,16,27,13,1,2013
8,28,10,11,1,68,2,0,12,16,8,15,0,2012
36,1,10,2,0,86,6,0,12,12,37,14,1,2010
1,12,19,1,0,58,3,0,5,26,1,1,1,2008
71,24,14,11,0,60,2,0,5,22,81,2,0,2010
5,28,12,10,1,64,6,0,4,19,5,21,1,2008
47,27,21,11,0,75,1,0,7,26,50,4,1,2007
10,23,3,16,1,42,1,0,18,18,10,19,1,2014
3,19,21,6,0,64,4,0,1,28,3,11,0,2008
47,10,25,11,1,91,12,0,4,26,50,4,0,2010
22,8,9,10,0,83,9,0,3,11,22,6,0,2015
56,23,11,5,0,63,10,0,3,18,60,24,0,2011
11,14,11,9,1,57,1,0,18,18,11,10,1,2015
57,28,14,11,0,52,2,0,12,20,61,3,1,2014
1,11,10,1,0,64,1,0,11,15,1,4,1,2010
43,25,24,7,0,76,8,0,1,28,45,12,0,2014
16,29,12,3,0,33,1,0,6,30,16,28,0,2010
19,22,24,12,1,83,8,0,3,26,40,14,0,2011
5,2,14,10,1,86,9,0,5,15,5,13,0,2012
29,14,13,4,1,83,3,0,11,16,30,8,0,2009
34,27,2,4,0,28,9,0,12,22,35,12,0,2009
14,25,20,13,1,76,2,0,8,24,14,13,0,2015
17,12,11,13,0,86,9,0,18,12,87,6,1,2014
53,10,7,6,1,74,6,0,5,12,57,9,1,2013
17,8,6,13,1,82,9,0,18,10,87,10,0,2014
66,24,24,3,0,84,9,0,7,26,73,4,0,2006
45,27,11,13,1,83,8,0,3,14,48,20,1,2015
57,1,14,1,1,46,3,0,9,22,61,2,1,2014
5,19,15,10,1,70,6,0,5,20,27,7,0,2013
1,10,25,11,0,77,6,0,6,28,1,4,0,2008
56,27,13,5,1,80,11,0,6,16,60,14,1,2013
59,18,20,11,1,45,10,0,5,31,95,4,1,2015
44,4,15,6,0,73,3,0,8,19,46,5,0,2015
67,19,-1,5,0,29,8,0,4,16,75,4,0,2015
1,4,11,1,0,38,3,0,7,21,1,1,1,2011
44,5,16,4,0,77,2,0,1,20,46,8,0,2010
43,23,24,7,1,76,5,0,11,28,45,13,0,2006
13,28,23,3,0,80,4,0,12,27,13,25,0,2007
17,5,12,13,0,85,7,0,9,14,17,9,0,2012
11,6,17,6,1,52,11,0,5,27,11,9,1,2013
8,24,10,3,0,63,2,0,12,16,8,10,1,2012
1,14,25,1,0,70,10,0,4,30,1,0,0,2010
7,24,14,5,1,56,11,0,6,24,7,11,1,2013
11,3,12,4,1,32,11,0,6,30,11,11,1,2009
10,26,11,4,1,76,12,0,12,15,10,11,0,2015
37,22,14,4,0,64,1,0,11,20,38,14,0,2014
45,26,7,11,0,71,6,0,5,11,48,20,1,2007
10,28,12,4,1,76,12,0,12,17,10,26,0,2015
44,20,12,4,1,68,2,1,10,15,46,7,0,2008
2,23,16,11,1,43,10,0,10,29,67,6,0,2011
27,8,9,10,1,55,7,0,1,19,28,13,0,2010
15,23,22,7,0,70,3,0,3,27,15,12,0,2012
67,9,13,5,1,58,2,0,10,22,75,10,0,2016
16,30,17,3,1,64,1,0,5,24,16,12,1,2009
43,14,22,3,0,80,3,0,18,26,45,10,0,2007
9,13,20,7,0,59,3,0,6,28,9,7,0,2007
39,28,14,11,0,56,10,0,3,24,41,2,0,2009
7,26,13,5,0,70,11,0,11,18,7,18,0,2006
59,11,7,11,1,30,1,0,10,22,95,3,1,2013
11,6,24,4,0,82,11,0,6,28,11,8,0,2009
29,17,18,4,0,84,1,2,12,22,30,9,0,2015
9,23,21,7,1,72,2,0,13,26,9,14,0,2014
59,14,12,11,0,39,11,0,10,26,63,5,0,2008
1,9,17,1,0,61,11,0,2,24,1,1,0,2015
19,27,23,12,1,83,8,0,11,27,40,9,1,2008
28,14,19,5,1,87,1,0,12,22,29,10,0,2012
1,18,25,1,0,68,6,0,11,30,1,1,0,2015
54,31,13,4,0,79,1,0,11,18,58,21,0,2014
46,20,12,10,1,88,6,0,4,14,49,6,0,2015
9,23,21,7,1,66,3,0,13,27,9,10,0,2007
50,8,7,4,1,76,2,0,1,10,53,4,0,2010
1,23,15,1,1,83,1,0,2,17,1,1,0,2009
62,18,24,1,1,84,10,0,7,28,66,2,0,2011
48,16,23,3,1,72,4,0,12,28,51,21,0,2007
67,11,15,5,0,76,12,2,11,21,75,7,0,2013
14,3,23,3,1,90,2,2,11,25,14,11,0,2008
47,6,21,10,0,76,3,0,5,26,50,6,0,2011
65,12,21,12,1,59,7,0,5,30,70,22,1,2014
19,25,22,12,0,80,7,0,1,26,40,9,0,2007
27,5,9,10,0,83,6,0,4,12,28,13,0,2013
34,12,9,5,1,35,2,0,10,24,35,12,0,2016
25,16,22,7,1,71,3,0,3,26,25,22,1,2012
11,12,20,6,1,66,11,0,7,26,11,10,0,2008
37,12,14,4,1,70,2,0,10,19,38,5,0,2008
10,23,14,10,0,81,2,0,18,18,10,12,0,2015
29,5,21,4,0,87,2,0,6,23,30,16,0,2011
36,22,5,2,0,26,10,0,9,22,37,21,1,2015
53,15,8,11,1,78,6,0,6,12,57,18,0,2013
25,18,22,7,1,76,3,0,3,26,25,15,0,2012
15,22,21,16,1,68,3,0,4,26,15,16,1,2007
19,4,23,12,1,81,11,0,7,26,40,6,0,2015
51,1,12,16,0,54,12,0,14,21,54,14,1,2006
40,26,17,5,0,80,8,0,4,20,42,10,0,2015
29,18,13,4,1,76,2,0,3,18,30,9,0,2007
16,28,11,3,0,26,1,0,4,34,16,21,0,2007
11,19,12,4,0,56,12,0,6,20,11,8,0,2014
27,15,10,10,0,75,9,0,3,16,28,19,1,2009
51,22,6,5,0,35,10,0,2,22,54,17,0,2010
62,3,23,1,1,72,11,0,2,28,96,2,0,2009
11,11,10,10,0,27,11,0,6,30,11,18,1,2015
3,6,25,11,1,73,7,0,12,31,3,22,1,2008
66,4,25,15,0,80,5,0,8,29,73,5,1,2014
37,13,16,4,1,73,3,0,1,20,38,7,0,2015
50,26,5,9,1,71,2,0,18,8,53,7,0,2015
1,6,12,1,0,40,3,0,12,23,1,2,1,2014
11,31,24,3,0,54,8,0,6,37,11,10,1,2012
53,12,11,10,0,77,7,0,1,14,57,11,0,2010
18,22,24,7,0,90,3,0,10,26,18,5,0,2009
51,19,2,9,0,30,4,0,18,20,54,10,0,2009
5,31,16,10,1,90,8,0,5,18,5,7,0,2008
69,24,8,4,1,52,10,0,5,16,79,20,1,2014
9,16,21,7,1,64,6,0,11,28,9,13,0,2011
1,10,17,1,1,66,1,0,2,14,1,2,1,2009
1,14,26,11,1,69,6,0,6,29,1,3,1,2008
19,29,22,12,1,83,11,0,10,26,40,8,0,2014
1,20,22,1,1,61,3,0,12,28,1,1,0,2012
1,2,13,11,0,40,3,0,6,23,1,2,1,2014
1,9,16,1,1,69,12,0,2,22,1,0,0,2006
1,7,12,1,1,52,12,0,7,21,1,14,1,2012
36,21,-6,2,1,18,8,0,1,17,37,11,1,2011
16,1,20,3,0,59,2,0,4,30,16,15,1,2009
43,4,22,7,1,66,7,0,3,28,45,20,1,2008
16,8,9,11,1,32,2,0,12,26,16,24,0,2012
44,29,10,4,0,67,2,0,5,14,46,8,1,2012
54,13,8,4,0,66,3,0,3,14,58,23,0,2010
43,16,23,14,1,79,3,0,5,25,45,9,1,2007
12,6,6,11,0,98,1,0,6,7,12,6,0,2013
68,27,14,11,1,71,11,0,7,18,78,3,0,2013
53,11,11,10,0,92,9,2,3,12,57,12,0,2013
16,1,13,3,0,49,2,0,10,26,16,25,0,2015
54,29,16,4,1,82,1,0,12,19,58,12,1,2015
1,26,16,1,0,71,11,0,2,22,1,1,0,2014
36,3,5,2,0,55,8,0,11,14,37,17,1,2013
34,23,10,6,1,69,9,0,7,16,35,24,0,2009
1,1,14,1,0,45,12,0,6,24,1,2,1,2011
19,7,24,12,1,76,8,0,6,29,40,16,1,2009
19,13,23,12,0,80,10,0,10,27,40,8,0,2007
38,14,8,10,1,78,9,0,3,12,39,12,0,2013
10,29,11,4,1,71,1,0,6,17,71,17,1,2011
45,24,10,13,1,88,6,0,5,12,48,8,1,2007
43,14,25,7,0,78,7,0,4,28,45,22,0,2012
43,18,22,3,0,73,3,0,14,28,45,14,0,2007
7,11,13,5,1,73,2,0,6,18,7,12,0,2007
20,14,9,10,0,69,6,0,4,15,20,11,1,2015
19,26,22,12,0,89,11,0,10,24,40,11,0,2014
77,7,14,14,1,70,7,0,13,19,86,11,1,2013
1,5,12,1,0,57,12,0,7,20,1,1,1,2012
38,3,10,10,1,79,9,2,5,14,39,23,0,2008
1,19,20,1,1,48,3,0,5,30,1,7,1,2011
12,27,6,11,1,65,12,2,12,14,12,2,0,2009
5,1,13,10,0,77,7,0,7,18,5,21,0,2007
1,4,13,1,0,45,3,0,6,23,1,4,1,2014
1,27,18,1,0,54,10,0,2,26,1,2,1,2009
27,6,10,10,1,73,7,0,12,16,28,17,0,2011
36,30,12,11,1,83,5,0,12,14,37,13,0,2010
68,11,18,11,1,49,10,0,5,29,78,1,1,2015
8,20,12,3,0,51,12,0,4,24,8,18,0,2007
25,24,23,7,1,75,6,0,3,29,25,20,1,2008
9,7,23,7,0,64,7,0,4,30,9,21,0,2012
14,30,19,3,0,69,1,0,10,24,14,14,0,2011
7,27,12,5,0,59,11,0,10,22,7,25,0,2009
65,26,22,12,0,68,8,0,6,30,70,16,0,2014
33,15,19,13,1,64,3,0,5,28,34,6,1,2011
21,5,12,10,0,82,9,0,11,16,21,5,0,2014
20,5,14,10,0,70,9,0,6,20,20,8,1,2006
1,22,11,1,0,49,2,0,12,21,1,1,1,2014
5,12,10,10,0,66,9,0,3,16,5,9,1,2009
2,25,25,11,1,72,10,0,5,30,67,5,1,2015
39,18,17,11,0,77,12,0,12,22,41,5,1,2009
5,29,12,10,0,72,6,0,3,17,5,20,0,2012
37,10,15,11,1,68,3,0,13,19,38,6,0,2015
44,1,13,4,0,67,2,0,6,18,46,8,1,2011
11,17,14,4,0,63,12,0,6,20,11,10,0,2014
1,18,19,11,1,53,3,0,6,26,1,1,0,2012
6,13,24,7,0,75,6,0,11,28,6,17,0,2011
53,27,9,10,0,77,8,0,11,13,57,12,0,2007
54,1,15,10,0,75,3,0,12,21,58,28,1,2015
22,8,7,10,1,77,9,0,3,12,22,12,1,2013
33,18,20,13,1,65,3,0,14,28,34,18,0,2011
34,17,6,5,0,43,3,0,6,20,35,12,0,2013
46,3,13,10,1,85,9,2,11,16,49,9,0,2011
33,8,18,11,1,81,2,2,12,22,34,4,0,2007
3,28,25,1,0,70,6,0,11,32,3,15,1,2008
26,2,13,5,0,44,11,0,7,25,26,8,1,2006
61,21,10,3,0,42,2,0,2,23,65,8,0,2011
43,24,22,3,0,72,3,0,5,27,45,15,0,2007
8,11,6,18,1,50,3,0,12,16,8,18,1,2015
58,16,11,18,0,84,8,0,9,14,62,4,1,2010
45,1,13,11,1,88,7,0,5,15,48,14,0,2007
69,28,8,16,0,47,1,0,14,16,79,13,1,2014
19,1,21,12,1,69,3,0,17,28,40,16,0,2011
20,3,7,10,1,69,9,0,3,11,20,5,1,2015
62,15,27,1,1,87,7,0,5,29,66,7,0,2015
44,28,10,4,0,58,12,0,1,18,46,11,0,2007
47,17,22,10,0,72,3,0,7,28,50,7,0,2011
16,3,10,3,0,37,2,0,7,26,16,14,0,2013
26,21,17,3,1,59,10,0,10,26,26,8,0,2006
23,26,7,6,0,23,5,0,2,34,23,15,0,2015
34,3,10,4,1,67,10,0,6,16,35,16,0,2009
45,27,11,13,1,85,8,0,10,13,48,16,1,2009
41,15,18,11,0,65,1,0,10,27,43,3,0,2013
62,5,22,1,1,81,3,0,10,26,96,14,1,2010
5,31,8,10,1,63,5,0,12,14,5,4,1,2014
15,20,21,17,1,76,3,0,4,27,15,10,1,2007
24,10,22,7,1,73,4,0,12,28,24,7,0,2008
19,26,23,12,1,74,3,0,10,28,40,8,0,2011
54,20,14,4,1,81,2,0,10,17,58,11,0,2015
